65.60073005,-66.34951094,-515.55
65.60074534,-66.34954658,-516.19
65.60075377,-66.3495664,-517.28
65.60077995,-66.34962485,-516.74
65.60079605,-66.34966146,-517.31
65.60081582,-66.34970603,-517.5
65.60083054,-66.34973921,-517.98
65.60085409,-66.34979221,-517.82
65.60087844,-66.34984618,-517.57
65.60091007,-66.34991602,-516.26
65.60091087,-66.34991998,-518.18
65.60095636,-66.35002001,-516
65.60096748,-66.35004528,-516.99
65.60098198,-66.35007897,-517.63
65.60099687,-66.3501126,-518.24
65.60101097,-66.35014532,-519.07
65.60102827,-66.35018491,-519.36
65.60104844,-66.35023046,-519.42
65.60108728,-66.3503152,-517.82
65.60110642,-66.35035829,-517.95
65.60113157,-66.35041518,-517.63
65.60115335,-66.35046377,-517.47
65.60116641,-66.35049396,-518.34
65.60118595,-66.35053803,-518.53
65.60119827,-66.35056621,-519.49
65.60121013,-66.35059446,-520.45
65.60122302,-66.35062414,-521.31
65.60123631,-66.35065485,-522.14
65.6012472,-66.35068058,-523.17
65.60125906,-66.35070882,-524.13
65.60127195,-66.3507385,-524.96
65.60128501,-66.35076973,-525.95
65.60129853,-66.3508009,-526.72
65.60130678,-66.35082118,-528.22
65.60131865,-66.3508484,-529.15
65.60134082,-66.35089893,-529.15
65.60137061,-66.35096431,-528.38
65.60136758,-66.35096081,-531.04
65.60138488,-66.3510004,-531.52
65.60140258,-66.35104102,-531.97
65.60141994,-66.35108062,-532.48
65.60142699,-66.35109798,-534.08
65.60143702,-66.35112273,-535.33
65.60144991,-66.35115241,-536.29
65.60146561,-66.35118902,-537.09
65.60147667,-66.35121526,-538.24
65.60148211,-66.35122964,-540.19
65.6014962,-66.35126328,-541.15
65.60152502,-66.35132716,-540.29
65.60153505,-66.35135094,-541.5
65.60155362,-66.35139351,-541.95
65.60156851,-66.35142817,-542.85
65.60158077,-66.35145739,-544
65.60159487,-66.35149005,-544.99
65.60160696,-66.35151876,-546.34
65.60162082,-66.35155193,-547.3
65.60163331,-66.35158161,-548.61
65.60164724,-66.35161381,-549.57
65.60166311,-66.35165094,-550.46
65.60170098,-66.35173413,-548.77
65.60170339,-66.35174301,-551.2
65.60171788,-66.3517767,-552.19
65.60173158,-66.35180936,-553.28
65.6017459,-66.35184254,-554.3
65.60176057,-66.35187668,-555.3
65.60177524,-66.35191186,-556.26
65.60179237,-66.35195094,-557.09
65.60180749,-66.35198612,-558.02
65.60182136,-66.35201929,-559.23
65.60183729,-66.35205642,-560.16
65.60185058,-66.35208811,-561.47
65.60186926,-66.35213113,-562.05
65.60188478,-66.35216826,-563.01
65.60190472,-66.35221335,-563.49
65.60193555,-66.35228217,-562.46
65.6019446,-66.35230445,-564.29
65.60197279,-66.35236782,-563.74
65.60200906,-66.35244809,-562.18
65.60205255,-66.35254321,-559.42
65.60208922,-66.35262342,-557.73
